Supabase Snippet Organization Usage Lookup (3)
id,created_at,,company_id,type,content,attribute,,updated_at,,original_timestamp,value,
f2ef2dd6-cc29-4253-84e5-8a89fc3676fe,2025-05-29 21:01:51.907121+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,Recording at-risk metric from Looker from the report: Logos At Risk Of Churning 1 for this value: Consecutive Days 0,Consecutive Days 0,,2025-05-29 21:01:51.907121+00,,2025-05-29 21:01:39.359533+00,21,
2a6f3015-644c-435d-9836-91db4ec9dce5,2025-05-22 17:32:57.787306+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:32:57.787306+00,,2025-05-13 21:00:59.473005+00,$0.00,
7a9df3e4-25ab-45e9-bffe-57915ca7e309,2025-05-22 17:32:55.745257+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:32:55.745257+00,,2025-05-13 21:00:59.473005+00,"$1,254.00",
eead40f8-3a89-4eba-978a-3eaee1b30b4a,2025-05-22 17:48:36.368907+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Logos At Risk Of Churning - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:48:36.368907+00,,2025-05-17 21:01:15.774745+00,"$30,000.00",
cd0b7f3b-bdad-4ddc-a2e1-8b29f848fe29,2025-05-22 17:48:36.133461+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,at risk - Logos At Risk Of Churning - Initial Activation Date,Initial Activation Date,,2025-05-22 17:48:36.133461+00,,2025-05-17 21:01:15.774745+00,2024-11-26,
8039d529-be1d-4c98-b9f7-b44b1a570400,2025-05-22 17:32:55.594555+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:32:55.594555+00,,2025-05-13 21:00:59.473005+00,2025-05-11,
047bf56c-162c-4a0e-9610-ac8e58a33e03,2025-05-22 17:48:36.512079+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Logos At Risk Of Churning - Max Trailing 60-Day Settled Card Spend,Max Trailing 60-Day Settled Card Spend,,2025-05-22 17:48:36.512079+00,,2025-05-17 21:01:15.774745+00,$0.00,
4d4e41ea-ee20-4f92-b208-5e3b81de38f2,2025-05-22 17:35:49.181077+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:35:49.181077+00,,2025-05-13 21:00:59.473005+00,"$327,497.00",
6df0bb43-df7c-4b49-9fe1-4a089094d171,2025-05-22 17:37:30.038058+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:37:30.038058+00,,2025-05-14 21:00:51.073008+00,"$1,254.00",
e11d4766-97cb-4ec0-9d90-2248b6b8acd4,2025-05-22 17:37:33.096639+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:37:33.096639+00,,2025-05-14 21:00:51.073008+00,$0.00,
8efd9b08-0d0a-45ef-8e5f-e0799f190cdf,2025-05-22 17:37:33.158991+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:37:33.158991+00,,2025-05-14 21:00:51.073008+00,"$30,000.00",
05e60a21-cb89-4eb9-a48c-b0f16b1b1837,2025-05-22 17:38:02.33379+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:38:02.33379+00,,2025-05-14 21:00:51.073008+00,"$108,250.00",
d2d385f5-10a1-4bad-a3ee-54bf3114751c,2025-05-22 17:38:02.266211+00,,0196217c-c242-751f-9252-5029f7abc91e,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:38:02.266211+00,,2025-05-14 21:00:51.073008+00,2025-04-16,
e4cf3c8d-ff6c-4138-bec3-a5c938f82212,2025-05-22 17:41:54.326993+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:41:54.326993+00,,2025-05-15 21:01:44.260601+00,$0.00,
463c8e43-54f7-4704-82e2-0e17f27f9a5b,2025-05-22 17:41:55.221227+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:41:55.221227+00,,2025-05-15 21:01:44.260601+00,2025-05-11,
b8c500f0-6908-438d-be33-b8b8ff9ba603,2025-05-22 17:41:54.40112+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:41:54.40112+00,,2025-05-15 21:01:44.260601+00,"$30,000.00",
a450afa9-f38c-4e56-b308-b0f041541693,2025-05-22 17:44:19.058475+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:44:19.058475+00,,2025-05-16 21:00:42.816367+00,"$1,254.00",
4a4b146e-801c-4bfd-b048-cdda0a83c7bd,2025-05-22 17:44:21.361986+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:44:21.361986+00,,2025-05-16 21:00:42.816367+00,"$30,000.00",
c05a369a-cf61-409b-92d1-7f81e1d9f7bc,2025-05-22 17:44:21.200335+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:44:21.200335+00,,2025-05-16 21:00:42.816367+00,2025-05-11,
c0fe98b9-bb0b-4895-829b-ac059d712525,2025-05-30 21:02:16.838574+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,Recording at-risk metric from Looker from the report: Total Bank Balance Flag Last 30 Days for this value: Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-30 21:02:16.838574+00,,2025-05-30 21:01:43.773818+00,"$30,000.00",
430a760b-994a-45a7-9c21-0e9c9f34d56a,2025-05-22 17:46:42.874323+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Logos At Risk Of Churning 1 - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:46:42.874323+00,,2025-05-16 21:00:42.816367+00,"$30,000.00",
f0c6f85c-815b-4a06-bb96-a1fe6c07d642,2025-05-30 21:02:43.823425+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,Recording at-risk metric from Looker from the report: Logos At Risk Of Churning 1 for this value: Consecutive Days 0,Consecutive Days 0,,2025-05-30 21:02:43.823425+00,,2025-05-30 21:01:43.773818+00,22,
20ba8787-bd3c-440c-b47c-f735d87b1c74,2025-05-22 17:53:52.024129+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:53:52.024129+00,,2025-05-18 21:01:12.31257+00,2025-05-11,
1fbf30af-ae1f-4080-a6b9-e4e72b395c5c,2025-05-22 17:55:18.006845+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Logos At Risk Of Churning 1 - Consecutive Days 0,Consecutive Days 0,,2025-05-22 17:55:18.006845+00,,2025-05-18 21:01:12.31257+00,10,
a91e59e3-e6fa-447e-8537-be55c184e873,2025-05-22 17:59:36.279161+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:59:36.279161+00,,2025-05-19 21:01:26.112805+00,"$1,254.00",
b5fb2f08-c8d5-4e70-a3d2-b176ecf84f55,2025-05-22 17:59:39.448663+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:59:39.448663+00,,2025-05-19 21:01:26.112805+00,2025-05-11,
e77c7454-0f7d-4bc1-a86b-8812c3a04b7c,2025-05-22 18:00:59.377694+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 18:00:59.377694+00,,2025-05-20 21:01:10.066636+00,"$327,497.00",
c057eda5-0162-4ed6-85aa-7034511edb2f,2025-05-22 18:01:42.999047+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,at risk - Logos At Risk Of Churning - Initial Activation Date,Initial Activation Date,,2025-05-22 18:01:42.999047+00,,2025-05-20 21:01:10.066636+00,2024-11-26,
436cacae-f3e9-4780-94ef-413dc4270665,2025-06-01 21:01:47.25096+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,Recording at-risk metric from Looker from the report: Card Spend Degradation for this value: Max Trailing 60-Day Settled Card Spend,Max Trailing 60-Day Settled Card Spend,,2025-06-01 21:01:47.25096+00,,2025-06-01 21:01:25.170932+00,"$100,387.00",
9220de22-54cc-4495-8196-42105bbaf227,2025-05-22 18:07:49.995521+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Logos At Risk Of Churning - Consecutive Days 0,Consecutive Days 0,,2025-05-22 18:07:49.995521+00,,2025-05-21 21:01:31.067123+00,13,
a3214bfa-bf89-4d1b-9d71-1ec173db7b76,2025-05-22 17:03:16.053181+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:03:16.053181+00,,2025-05-05 21:00:41.44367+00,"$107,750.00",
47127c9d-7294-49fa-aae1-d9336afc7767,2025-05-22 17:05:33.003578+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:05:33.003578+00,,2025-05-06 21:01:41.297333+00,"$112,450.00",
1c491a28-1424-453c-8613-dc2511a73c7a,2025-05-22 17:46:42.799352+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Logos At Risk Of Churning 1 - Consecutive Days 0,Consecutive Days 0,,2025-05-22 17:46:42.799352+00,,2025-05-16 21:00:42.816367+00,8,
85e3ae16-b06b-4cad-92da-c69afaf6e613,2025-05-22 17:18:43.563511+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:18:43.563511+00,,2025-05-09 21:01:36.146582+00,"$112,450.00",
43cf3344-d3a9-4e04-a3ac-4aa0cebd507e,2025-05-22 17:39:33.913318+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:39:33.913318+00,,2025-05-14 21:00:51.073008+00,"$108,250.00",
c7864089-5ef1-4a99-9a14-7ed73f982351,2025-05-22 17:43:21.833244+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:43:21.833244+00,,2025-05-15 21:01:44.260601+00,"$108,250.00",
13af00e2-d46e-4307-929b-5281b3cfe469,2025-05-28 21:01:48.730347+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,Recording at-risk metric from Looker from the report: Logos At Risk Of Churning 1 for this value: Max Trailing 60-Day Settled Card Spend,Max Trailing 60-Day Settled Card Spend,,2025-05-28 21:01:48.730347+00,,2025-05-28 21:01:02.283962+00,$0.00,
4b9a10e7-c8b1-48a2-9b98-51290f40b8fd,2025-05-22 17:17:30.481686+00,,0196217c-c242-751f-9252-5029f7abc91e,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:17:30.481686+00,,2025-05-09 21:01:36.146582+00,2025-04-16,
e316f01b-42d6-4ace-b7ca-85dfe89c40bb,2025-05-22 17:20:04.088388+00,,0196217c-c242-751f-9252-5029f7abc91e,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:20:04.088388+00,,2025-05-10 21:00:56.134912+00,2025-04-16,
ee03ae2c-1c8b-40a1-b47e-6a7c5d91b500,2025-05-22 17:31:29.106873+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:31:29.106873+00,,2025-05-12 21:00:57.656663+00,2025-05-11,
51c8a7fe-53e4-41fc-bdcc-53f785d378c1,2025-05-28 21:04:10.001684+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,Recording at-risk metric from Looker from the report: Card Spend Degradation for this value: Trailing 60-Day Settled Card Spend,Trailing 60-Day Settled Card Spend,,2025-05-28 21:04:10.001684+00,,2025-05-28 21:01:02.283962+00,"$44,300.00",
d9970812-22f5-4a0b-8992-7af95b92acfc,2025-05-28 21:05:05.216004+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,Recording at-risk metric from Looker from the report: Total Bank Balance Flag Last 30 Days for this value: Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-28 21:05:05.216004+00,,2025-05-28 21:01:02.283962+00,"$1,254.00",
4bd9a3bc-b21e-4404-904d-907349fa869d,2025-05-22 17:24:21.418573+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:24:21.418573+00,,2025-05-11 21:01:16.743841+00,2025-05-11,
04e1bfa0-8682-4963-b564-669479eee45a,2025-05-28 21:05:02.706253+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,Recording at-risk metric from Looker from the report: Total Bank Balance Flag Last 30 Days for this value: Total Bank Balance Today,Total Bank Balance Today,,2025-05-28 21:05:02.706253+00,,2025-05-28 21:01:02.283962+00,$0.00,
3acfcc7c-9689-467f-a664-0b22a1a44a03,2025-05-22 17:24:57.268657+00,,0196217c-c242-751f-9252-5029f7abc91e,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:24:57.268657+00,,2025-05-11 21:01:16.743841+00,2025-04-16,
b3e1dcd1-4cc1-475a-ab4c-990861c74fd0,2025-05-28 21:05:02.558472+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,Recording at-risk metric from Looker from the report: Total Bank Balance Flag Last 30 Days for this value: First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-28 21:05:02.558472+00,,2025-05-28 21:01:02.283962+00,2025-05-11,
9611a1a3-4ba4-4189-b150-0ae64065e221,2025-05-22 17:31:29.300076+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:31:29.300076+00,,2025-05-12 21:00:57.656663+00,"$1,254.00",
4473b323-3162-48a7-9aee-b49d248e4856,2025-05-22 17:31:31.081043+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:31:31.081043+00,,2025-05-12 21:00:57.656663+00,2025-05-11,
43be50f3-177b-41a0-9021-e458bda70834,2025-05-22 17:30:41.287791+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:30:41.287791+00,,2025-05-12 21:00:57.656663+00,"$112,450.00",
f44dfbfd-7789-4f19-96a6-97ee394986ee,2025-05-22 17:32:57.917628+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:32:57.917628+00,,2025-05-13 21:00:59.473005+00,"$30,000.00",
da96890e-361c-44c6-8c62-ecd0baef1541,2025-05-22 17:33:35.51106+00,,0196217c-c242-751f-9252-5029f7abc91e,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:33:35.51106+00,,2025-05-13 21:00:59.473005+00,2025-04-16,
3c05aef0-36fc-4e83-ac97-a4f93cc8becc,2025-05-29 21:04:32.216074+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,Recording at-risk metric from Looker from the report: Bank Balance Degradation for this value: Total Bank Balance Today,Total Bank Balance Today,,2025-05-29 21:04:32.216074+00,,2025-05-29 21:01:39.359533+00,"$83,832.00",
24722b24-6f41-4505-aea9-5a6d2b91e6fe,2025-05-22 17:37:29.822789+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:37:29.822789+00,,2025-05-14 21:00:51.073008+00,2025-05-11,
6c778abc-fde6-4030-a317-d4be05e74c9c,2025-05-22 17:39:33.991711+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:39:33.991711+00,,2025-05-14 21:00:51.073008+00,"$327,497.00",
efedf312-fe03-4565-a4a5-bfe1be04fab0,2025-05-22 17:42:30.688681+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:42:30.688681+00,,2025-05-15 21:01:44.260601+00,"$327,497.00",
3ddb4d7d-66a8-4f77-9c90-1aa6a9b82976,2025-05-22 17:42:30.604393+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:42:30.604393+00,,2025-05-15 21:01:44.260601+00,"$108,250.00",
7cf4027f-299a-4945-adb4-acd8ae36a64f,2025-05-22 17:46:42.660017+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,at risk - Logos At Risk Of Churning 1 - Initial Activation Date,Initial Activation Date,,2025-05-22 17:46:42.660017+00,,2025-05-16 21:00:42.816367+00,2024-11-26,
5a6e28b2-75a4-4d42-95fc-44c7a90b6637,2025-05-22 17:53:54.83479+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:53:54.83479+00,,2025-05-18 21:01:12.31257+00,$0.00,
b2089339-7704-415b-a467-b2bc3bf239ab,2025-05-22 17:53:52.274307+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:53:52.274307+00,,2025-05-18 21:01:12.31257+00,"$30,000.00",
244b1ab9-e265-43d0-a431-e38a6f0aff96,2025-05-22 17:55:17.925686+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,at risk - Logos At Risk Of Churning 1 - Initial Activation Date,Initial Activation Date,,2025-05-22 17:55:17.925686+00,,2025-05-18 21:01:12.31257+00,2024-11-26,
1ff9e614-444d-44e3-8fad-88ea8065bdd5,2025-05-22 17:56:54.00105+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Logos At Risk Of Churning 1 - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:56:54.00105+00,,2025-05-19 21:01:26.112805+00,"$30,000.00",
1656757a-531d-4a42-b931-ed11e5ed6560,2025-05-22 16:36:27.894567+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 16:36:27.894567+00,,2025-05-01 21:01:06.73053+00,"$114,217.00",
c058d7a6-4fe8-4504-b5b0-9a8553c7c700,2025-05-22 17:59:36.022262+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:59:36.022262+00,,2025-05-19 21:01:26.112805+00,2025-05-11,
fe271149-ee0f-4db9-8a4b-ca127f0180fe,2025-05-22 16:37:12.837131+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 16:37:12.837131+00,,2025-05-01 21:01:06.73053+00,"$114,217.00",
5b2a6920-b520-4abf-b8d7-4ce870b8de8d,2025-05-22 17:59:39.604898+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:59:39.604898+00,,2025-05-19 21:01:26.112805+00,"$30,000.00",
4c131016-6419-4d47-9fba-47aa478ab17c,2025-05-22 16:55:52.962675+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 16:55:52.962675+00,,2025-05-03 21:00:36.219343+00,"$107,750.00",
b97e2574-c307-42d8-8169-3d0c30ebf9df,2025-05-22 18:03:49.087316+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 18:03:49.087316+00,,2025-05-20 21:01:10.066636+00,2025-05-11,
8fc58208-f0de-4c6e-9e9d-6c2ecc4d2f0b,2025-05-22 18:03:51.980855+00,,0196217a-30d6-77e9-be9e-75b799fb4297,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 18:03:51.980855+00,,2025-05-20 21:01:10.066636+00,2025-05-11,
5c310bab-ed60-4694-8ea9-f64d98bbe14f,2025-05-22 18:03:52.078734+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 18:03:52.078734+00,,2025-05-20 21:01:10.066636+00,$0.00,
a806388a-c6d5-4f4a-8420-a23c35edc4de,2025-05-22 17:56:53.928404+00,,0196217a-30d6-77e9-be9e-75b799fb4297,CumulativeMetric,at risk - Logos At Risk Of Churning 1 - Consecutive Days 0,Consecutive Days 0,,2025-05-22 17:56:53.928404+00,,2025-05-19 21:01:26.112805+00,11,
2a2a9072-544f-4043-a990-e16abde8d00c,2025-05-22 17:09:56.606327+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:09:56.606327+00,,2025-05-07 21:01:28.105038+00,"$112,450.00",
c06802f8-7c71-4241-9652-c02bd01a721b,2025-05-22 17:17:30.561733+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:17:30.561733+00,,2025-05-09 21:01:36.146582+00,"$112,450.00",
8d1610d8-6237-4d45-b09b-c76e382e700a,2025-05-22 17:32:55.667029+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Total Bank Balance Today,Total Bank Balance Today,,2025-05-22 17:32:55.667029+00,,2025-05-13 21:00:59.473005+00,"$6,696.00",
577056ec-18be-430f-9b10-3657f36395be,2025-05-22 17:41:55.441639+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:41:55.441639+00,,2025-05-15 21:01:44.260601+00,"$1,254.00",
d29a3e4c-b9e4-4b06-9b59-a34382f17cf9,2025-05-22 17:20:33.690561+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,at risk - Bank Balance Degradation - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:20:33.690561+00,,2025-05-10 21:00:56.134912+00,"$327,497.00",
7f5cdb69-eefa-41dd-9c49-b0a7e05b3f4b,2025-05-22 17:32:09.706008+00,,0196217c-c242-751f-9252-5029f7abc91e,Metric,at risk - Total Bank Balance Flag Last 30 Days - First 50 Pct Bank Balance Decrease Date,First 50 Pct Bank Balance Decrease Date,,2025-05-22 17:32:09.706008+00,,2025-05-12 21:00:57.656663+00,2025-04-16,
58ba93e5-d022-4fbe-aa10-e2278b29f47c,2025-05-28 21:04:10.109471+00,,0196217c-c242-751f-9252-5029f7abc91e,CumulativeMetric,Recording at-risk metric from Looker from the report: Card Spend Degradation for this value: Max Trailing 60-Day Settled Card Spend,Max Trailing 60-Day Settled Card Spend,,2025-05-28 21:04:10.109471+00,,2025-05-28 21:01:02.283962+00,"$100,387.00",
234312f5-4bc0-4fcf-b7bc-83d4da1ef537,2025-05-22 17:24:21.585852+00,,0196217a-3641-7b3b-a8b3-ecdfce86162c,CumulativeMetric,at risk - Total Bank Balance Flag Last 30 Days - Max Average 30-Day Total Bank Balance,Max Average 30-Day Total Bank Balance,,2025-05-22 17:24:21.585852+00,,2025-05-11 21:01:16.743841+00,"$1,254.00",
